"","post.PlayerID","post.FirstName","post.LastName","post.POSSG","post.TIME","post.FGAG","transition.PlayerID","transition.FirstName","transition.LastName","transition.POSSG","transition.TIME","transition.FGAG","isolation.PlayerID","isolation.FirstName","isolation.LastName","isolation.POSSG","isolation.TIME","isolation.FGAG","PRBallHandler.PlayerID","PRBallHandler.FirstName","PRBallHandler.LastName","PRBallHandler.POSSG","PRBallHandler.TIME","PRBallHandler.FGAG","PRRollMan.PlayerID","PRRollMan.FirstName","PRRollMan.LastName","PRRollMan.POSSG","PRRollMan.TIME","PRRollMan.FGAG","spotup.PlayerID","spotup.FirstName","spotup.LastName","spotup.POSSG","spotup.TIME","spotup.FGAG","handOff.PlayerID","handOff.FirstName","handOff.LastName","handOff.POSSG","handOff.TIME","handOff.FGAG","cut.PlayerID","cut.FirstName","cut.LastName","cut.POSSG","cut.TIME","cut.FGAG","OffRebound.PlayerID","OffRebound.FirstName","OffRebound.LastName","OffRebound.POSSG","OffRebound.TIME","OffRebound.FGAG","misc.PlayerID","misc.FirstName","misc.LastName","misc.POSSG","misc.TIME","misc.FGAG"
"1",1713,"Vince","Carter",0.47368421052632,6.7669200897217,0.42105263157895,1713,"Vince","Carter",0.93421052631579,13.345899581909,0.82894736842105,1713,"Vince","Carter",0.21052631578947,3.0075199604034,0.18421052631579,1713,"Vince","Carter",0.68421052631579,9.7744398117065,0.53947368421053,1713,"Vince","Carter",0.40789473684211,5.8270702362061,0.32894736842105,1713,"Vince","Carter",3.0657894736842,43.79700088501,2.9473684210526,1713,"Vince","Carter",0.23684210526316,3.3834600448608,0.21052631578947,1713,"Vince","Carter",0.26315789473684,3.7593998908997,0.21052631578947,1713,"Vince","Carter",0.22368421052632,3.1954898834229,0.15789473684211,1713,"Vince","Carter",0.40789473684211,5.8270702362061,0.092105263157895
"2",1717,"Dirk","Nowitzki",1.6274509803922,20.194599151611,1.3725490196078,1717,"Dirk","Nowitzki",0.90196078431373,11.192199707031,0.88235294117647,1717,"Dirk","Nowitzki",0.2156862745098,2.6763999462128,0.19607843137255,1717,"Dirk","Nowitzki",0,0,0,1717,"Dirk","Nowitzki",1.3333333333333,16.545000076294,1.2156862745098,1717,"Dirk","Nowitzki",3.0392156862745,37.712898254395,2.9607843137255,1717,"Dirk","Nowitzki",0.058823529411765,0.72992700338364,0.058823529411765,1717,"Dirk","Nowitzki",0.15686274509804,1.9464700222015,0.13725490196078,1717,"Dirk","Nowitzki",0.058823529411765,0.72992700338364,0.019607843137255,1717,"Dirk","Nowitzki",0.2156862745098,2.6763999462128,0.07843137254902
"3",2037,"Jamal","Crawford",0.015625,0.1724140048027,0.015625,2037,"Jamal","Crawford",0.96875,10.689700126648,0.65625,2037,"Jamal","Crawford",1.140625,12.586199760437,0.96875,2037,"Jamal","Crawford",4.484375,49.482799530029,3.234375,2037,"Jamal","Crawford",0.015625,0.1724140048027,0.015625,2037,"Jamal","Crawford",1.40625,15.517200469971,1.328125,2037,"Jamal","Crawford",0.203125,2.2413799762726,0.109375,2037,"Jamal","Crawford",0.0625,0.68965500593185,0.0625,2037,"Jamal","Crawford",0.03125,0.34482800960541,0.03125,2037,"Jamal","Crawford",0.546875,6.0344800949097,0.21875
"4",2199,"Tyson","Chandler",0.041666666666667,1.2903200387955,0,2199,"Tyson","Chandler",0.28571428571429,7.1428599357605,0.14285714285714,2199,"Tyson","Chandler",0,0,0,2199,"Tyson","Chandler",0,0,0,2199,"Tyson","Chandler",1,25,0.42857142857143,2199,"Tyson","Chandler",0.020833333333333,0.64516097307205,0.020833333333333,2199,"Tyson","Chandler",0,0,0,2199,"Tyson","Chandler",0.71428571428571,17.857099533081,0.57142857142857,2199,"Tyson","Chandler",0.71428571428571,17.857099533081,0.42857142857143,2199,"Tyson","Chandler",1.2857142857143,32.14289855957,0
"5",2200,"Pau","Gasol",0.33333333333333,11.111100196838,0.33333333333333,2200,"Pau","Gasol",0.33333333333333,11.111100196838,0.33333333333333,2200,"Pau","Gasol",0.11111111111111,2.4793400764465,0.11111111111111,2200,"Pau","Gasol",0,0,0,2200,"Pau","Gasol",0.66666666666667,22.222200393677,0.33333333333333,2200,"Pau","Gasol",0.66666666666667,22.222200393677,0.66666666666667,2200,"Pau","Gasol",0.33333333333333,11.111100196838,0.33333333333333,2200,"Pau","Gasol",0.44444444444444,9.9173603057861,0.33333333333333,2200,"Pau","Gasol",0.48148148148148,10.743800163269,0.37037037037037,2200,"Pau","Gasol",0.66666666666667,22.222200393677,0
"6",2225,"Tony","Parker",0,0,0,2225,"Tony","Parker",1.2857142857143,12.121199607849,0.89285714285714,2225,"Tony","Parker",0.92857142857143,8.7542104721069,0.71428571428571,2225,"Tony","Parker",6,56.565700531006,4.7142857142857,2225,"Tony","Parker",0,0,0,2225,"Tony","Parker",1.3392857142857,12.626299858093,1.2321428571429,2225,"Tony","Parker",0.42857142857143,4.0404000282288,0.35714285714286,2225,"Tony","Parker",0.035714285714286,0.33669999241829,0.035714285714286,2225,"Tony","Parker",0.071428571428571,0.67340099811554,0.053571428571429,2225,"Tony","Parker",0.35714285714286,3.3670001029968,0.125
"7",2403,"Nene","Hilario",0.35714285714286,10.274000167847,0.21428571428571,2403,"Nene","Hilario",0.26190476190476,7.5342497825623,0.21428571428571,2403,"Nene","Hilario",0.095238095238095,2.7397298812866,0.071428571428571,2403,"Nene","Hilario",0.023809523809524,0.6849319934845,0,2403,"Nene","Hilario",1.047619047619,30.136999130249,0.9047619047619,2403,"Nene","Hilario",0.30952380952381,8.904109954834,0.30952380952381,2403,"Nene","Hilario",0.023809523809524,0.6849319934845,0.023809523809524,2403,"Nene","Hilario",0.92857142857143,26.712299346924,0.73809523809524,2403,"Nene","Hilario",0.23809523809524,6.849319934845,0.21428571428571,2403,"Nene","Hilario",0.19047619047619,5.4794502258301,0.047619047619048
"8",2544,"LeBron","James",2.1818181818182,8.1855401992798,1.7090909090909,2544,"LeBron","James",5.7090909090909,21.418800354004,3.6727272727273,2544,"LeBron","James",4.6545454545455,17.46249961853,3.8363636363636,2544,"LeBron","James",7.4909090909091,28.103700637817,5.9272727272727,2544,"LeBron","James",0.61818181818182,2.3192400932312,0.49090909090909,2544,"LeBron","James",1.5818181818182,5.9345197677612,1.5454545454545,2544,"LeBron","James",0.38181818181818,1.4324699640274,0.34545454545455,2544,"LeBron","James",0.98181818181818,3.6834900379181,0.87272727272727,2544,"LeBron","James",0.72727272727273,2.7285099029541,0.56363636363636,2544,"LeBron","James",1.8,6.7530698776245,0.43636363636364
"9",2546,"Carmelo","Anthony",2.2,15.71430015564,1.9,2546,"Carmelo","Anthony",1.6,11.428600311279,1.6,2546,"Carmelo","Anthony",2,14.28569984436,1.7,2546,"Carmelo","Anthony",0.9,6.4285697937012,0.9,2546,"Carmelo","Anthony",1.1,7.8571400642395,1.1,2546,"Carmelo","Anthony",3.6,25.71430015564,3.6,2546,"Carmelo","Anthony",0.1,0.71428602933884,0.1,2546,"Carmelo","Anthony",0,0,0,2546,"Carmelo","Anthony",0.6,4.2857098579407,0.5,2546,"Carmelo","Anthony",1.2,8.5714302062988,0.1
"10",2548,"Dwyane","Wade",1.25,7.3051900863647,1.0555555555556,2548,"Dwyane","Wade",2.1805555555556,12.743499755859,1.7361111111111,2548,"Dwyane","Wade",1.5,8.7662296295166,1.3611111111111,2548,"Dwyane","Wade",5.9583333333333,34.821399688721,4.5416666666667,2548,"Dwyane","Wade",0.125,0.73051899671555,0.083333333333333,2548,"Dwyane","Wade",1.7638888888889,10.308400154114,1.5138888888889,2548,"Dwyane","Wade",1.125,6.574679851532,0.86111111111111,2548,"Dwyane","Wade",1,5.8441600799561,0.76388888888889,2548,"Dwyane","Wade",0.56944444444444,3.327919960022,0.47222222222222,2548,"Dwyane","Wade",0.94444444444444,5.5194802284241,0.375
